Date,Open,High,Low,Close,Volume
2025-10-08,93.6021,93.9721,93.6021,93.7871,1567464
2025-10-09,90.246,90.5208,89.7687,90.1447,1361068
2025-10-10,90.6924,90.6924,90.3034,90.4979,941026
2025-10-13,87.9726,88.5942,87.7986,88.1964,1377190
2025-10-14,89.6726,89.952,89.5554,89.7537,929582
2025-10-15,90.497,90.6907,90.115,90.4029,1035231
2025-10-16,90.0349,90.2279,89.8662,90.0471,1324835
2025-10-17,90.8159,91.5222,90.5568,91.0395,1368428
2025-10-20,89.073,89.3317,88.3161,88.8239,876095
2025-10-21,90.7576,90.7576,90.1189,90.4382,1717183
2025-10-22,90.7684,91.0938,90.3541,90.7239,1486005
2025-10-23,89.8641,90.0626,89.8641,89.9634,1013156
2025-10-24,86.7564,87.3484,86.7564,87.0524,789160
2025-10-27,85.1729,85.4499,84.786,85.118,1198436
2025-10-28,87.0517,87.6144,86.0098,86.8121,1094947
2025-10-29,85.1352,85.1852,84.8832,85.0342,1294897
2025-10-30,84.6299,85.2167,84.044,84.6304,1122495
2025-10-31,81.9509,82.5638,81.5799,82.0719,685403
2025-11-03,84.7648,85.3845,84.6091,84.9968,1114031
2025-11-04,84.1045,84.5603,83.2984,83.9293,1142025
2025-11-05,83.4127,83.6174,82.8277,83.2226,1513746
2025-11-06,81.6239,82.3321,81.549,81.9405,1015143
2025-11-07,83.8537,83.8537,83.2032,83.5284,2071124
2025-11-10,90.2085,90.66,89.4985,90.0792,705391
2025-11-11,89.8935,90.1348,89.0253,89.5801,1854916
2025-11-12,88.4325,88.92,88.4325,88.6762,1170222
2025-11-13,84.7081,84.939,84.7081,84.8235,1619900
2025-11-14,82.2383,82.5646,81.9733,82.269,1282010
2025-11-17,82.6327,82.727,82.3309,82.529,1761835
2025-11-18,82.6282,82.6282,81.9907,82.3094,1114360
2025-11-19,81.8625,82.2474,81.1892,81.7183,900237
2025-11-20,81.4176,81.7184,81.2157,81.467,1916768
2025-11-21,85.0481,85.6007,84.9331,85.2669,1209788
2025-11-24,80.4539,80.5374,79.8771,80.2073,1337707
2025-11-25,83.0213,83.6961,82.7479,83.222,1812876
2025-11-26,82.6748,82.6748,82.5932,82.634,918423
2025-11-27,81.4441,81.7291,81.2749,81.502,1496511
2025-11-28,83.0009,83.0378,82.3066,82.6722,1048668
2025-12-01,82.3788,82.7655,81.7128,82.2392,1045859
2025-12-02,83.6919,83.9731,83.468,83.7205,1112014
2025-12-03,83.9674,84.0089,83.9674,83.9882,693796
2025-12-04,84.6919,85.2083,84.32,84.7641,861429
2025-12-05,84.3915,84.5313,84.0711,84.3012,1632008
2025-12-08,84.1803,84.3005,84.0277,84.1641,1419559
2025-12-09,84.5724,84.9311,84.4651,84.6981,1067903
2025-12-10,85.8289,86.1762,85.5527,85.8645,1170494
2025-12-11,85.8207,86.0433,85.5644,85.8039,996223
2025-12-12,86.9952,87.0668,86.9952,87.031,1634708
2025-12-15,87.7023,88.1095,87.0944,87.602,1024683
2025-12-16,88.6572,89.457,88.2928,88.8749,1166539
2025-12-17,89.4201,90.1542,89.2031,89.6787,1534644
2025-12-18,89.3889,89.6977,89.3889,89.5433,861808
2025-12-19,88.0424,88.6781,88.0424,88.3602,1736942
2025-12-22,88.2787,88.932,88.2257,88.5788,687530
2025-12-23,88.177,88.7927,87.8745,88.3336,1774257
2025-12-24,89.6059,89.6463,88.6946,89.1705,973056
2025-12-25,89.3079,89.6519,89.1991,89.4255,1011748
2025-12-26,89.4739,89.8066,89.0618,89.4342,617229
2025-12-29,90.4529,90.8065,89.9184,90.3624,949377
2025-12-30,90.5127,91.1084,89.8576,90.483,796560
2025-12-31,90.0603,90.565,89.5905,90.0778,906826
2026-01-01,88.8538,89.6172,88.623,89.1201,1044247
2026-01-02,92.3394,92.3891,91.6223,92.0057,1450381
2026-01-05,92.5738,92.7861,91.5289,92.1575,1158088
2026-01-06,92.2434,93.0795,92.1866,92.633,1193383
2026-01-07,92.9336,93.358,92.9336,93.1458,783357
2026-01-08,92.5502,93.2454,91.9846,92.615,835490
2026-01-09,90.802,91.5126,90.5304,91.0215,1866578
2026-01-12,91.5609,91.73,91.1605,91.4452,872780
2026-01-13,92.8875,93.3399,92.774,93.0569,1788454
2026-01-14,94.4809,94.4809,93.617,94.0489,1011638
2026-01-15,93.6995,93.8816,92.9612,93.4214,1088908
2026-01-16,93.1775,93.5373,92.7188,93.128,1500200
2026-01-19,91.8984,92.0868,91.2393,91.663,1593698
2026-01-20,92.4963,92.9238,91.5587,92.2413,1052581
2026-01-21,91.1691,91.8586,90.7369,91.2978,968522
2026-01-22,92.1611,92.7542,91.945,92.3496,1070058
2026-01-23,91.6686,92.1899,91.1116,91.6507,1204273
2026-01-26,92.0198,92.0198,91.6644,91.8421,1421738
2026-01-27,93.1125,93.5266,92.6338,93.0802,1089543
2026-01-28,93.2938,94.3766,92.9494,93.663,1310167
2026-01-29,94.7062,95.2349,94.5584,94.8966,1778903
2026-01-30,94.698,94.9338,94.4972,94.7155,1220038
2026-02-02,95.6392,95.9152,95.3994,95.6573,1194807
2026-02-03,95.7236,95.7236,95.3756,95.5496,689917
2026-02-04,95.3291,95.7936,95.3291,95.5614,494242
2026-02-05,95.2639,95.4538,94.8336,95.1437,1222627
2026-02-06,95.095,95.095,94.8691,94.982,1057642
2026-02-09,95.2424,95.2424,94.4776,94.86,932444
2026-02-10,93.9441,94.585,93.4933,94.0392,1170637
2026-02-11,94.4838,94.574,94.1617,94.3678,1068620
2026-02-12,95.51,96.0455,94.7029,95.3742,1526264
2026-02-13,96.0321,96.4672,95.5032,95.9852,1116638
2026-02-16,95.1322,95.7325,94.579,95.1557,869716
2026-02-17,95.35,95.5018,94.9905,95.2462,1464537
2026-02-18,95.4009,96.4965,95.4009,95.9487,1019538
2026-02-19,95.4605,95.4711,95.125,95.298,1274368
2026-02-20,95.715,96.238,95.1317,95.6848,942957
2026-02-23,95.6484,96.1173,95.286,95.7017,895423
2026-02-24,96.6141,96.6141,95.6323,96.1232,1115987
2026-02-25,97.0698,97.3904,97.0698,97.2301,1092357
2026-02-26,96.7951,97.1069,96.6786,96.8928,1256635
2026-02-27,95.8996,95.9202,94.9288,95.4245,1003903
2026-03-02,95.5297,95.9302,95.5275,95.7288,627244
2026-03-03,94.1774,94.7717,93.8425,94.3071,955669
2026-03-04,93.6093,93.7623,93.5252,93.6437,1380761
2026-03-05,94.3283,94.6666,93.5942,94.1304,995287
2026-03-06,93.5564,93.6514,93.3643,93.5079,1010630
2026-03-09,92.533,93.3069,92.3591,92.833,1462873
2026-03-10,93.2389,93.8534,92.8729,93.3631,878883
2026-03-11,93.6086,93.9953,93.5066,93.7509,684989
2026-03-12,94.0286,94.5324,93.5611,94.0467,1036967
2026-03-13,90.8995,91.2133,90.3923,90.8028,941046
2026-03-16,90.7871,90.9573,90.4272,90.6923,814334
2026-03-17,90.8996,91.2608,90.8996,91.0802,1032389
2026-03-18,92.2782,92.2782,92.2644,92.2713,1261045
2026-03-19,91.7582,92.1312,91.2694,91.7003,1085133
2026-03-20,93.0831,93.0831,92.9212,93.0022,1193134
2026-03-23,93.4907,93.7783,92.9956,93.387,1874818
2026-03-24,93.4953,93.5625,92.9148,93.2386,981793
2026-03-25,94.1851,94.5794,93.5713,94.0753,1182929
2026-03-26,93.7013,93.7041,93.0698,93.387,934003
2026-03-27,93.3601,93.5499,92.9269,93.2384,844155
2026-03-30,91.9354,92.4604,91.4555,91.9579,913033
2026-03-31,93.6086,93.6086,92.7384,93.1735,942576
2026-04-01,94.1436,94.37,93.4997,93.9348,1212073
2026-04-02,94.7,95.0314,94.0973,94.5644,2201661
2026-04-03,95.367,95.5444,95.367,95.4557,877811
2026-04-06,94.9393,95.7712,94.7209,95.2461,960310
2026-04-07,95.6192,96.0485,95.05,95.5493,1067748
2026-04-08,98.1926,98.3499,97.9639,98.1569,1225353
2026-04-09,98.2656,98.7623,98.0711,98.4167,1177689
2026-04-10,98.5002,98.8516,98.0794,98.4655,1599543
2026-04-13,99.6139,99.6139,98.8733,99.2436,525487
2026-04-14,99.4031,99.6938,98.7674,99.2306,531745
2026-04-15,99.087,100.0524,98.6885,99.3704,937748
2026-04-16,99.9064,100.5502,99.3183,99.9342,1512372
2026-04-17,99.3218,99.5954,99.3218,99.4586,680311
2026-04-20,99.5732,100.1924,99.1471,99.6698,441401
2026-04-21,99.1151,99.8783,98.5571,99.2177,1291550
2026-04-22,97.0092,97.5889,96.6616,97.1252,1170682
2026-04-23,96.6104,97.5136,96.3153,96.9145,784606
2026-04-24,97.5945,98.4091,96.8423,97.6257,809634
2026-04-27,97.0528,97.7768,96.6013,97.189,813480
2026-04-28,98.3706,99.2597,98.3706,98.8151,1124850
2026-04-29,98.5047,98.5986,97.4049,98.0017,901761
2026-04-30,98.7238,98.8782,98.0334,98.4558,1262013
2026-05-01,98.8858,99.3795,98.5783,98.9789,462134
2026-05-04,98.7178,99.0387,98.3877,98.7132,841502
2026-05-05,98.2383,99.229,97.8247,98.5269,776214
2026-05-06,100.0837,100.0837,99.6118,99.8477,1007616
2026-05-07,98.8236,99.052,97.6622,98.3571,925959
2026-05-08,98.9202,99.3758,98.387,98.8814,1382429
2026-05-11,99.6233,99.6233,99.3842,99.5038,622935
2026-05-12,100.0392,100.4689,99.5219,99.9954,1103113
2026-05-13,99.2881,99.3278,99.2881,99.308,1286583
2026-05-14,100.3082,100.9389,99.8844,100.4116,1899296
2026-05-15,100.7802,101.3283,100.1656,100.7469,941726
2026-05-18,100.264,100.6607,100.0955,100.3781,1199406
2026-05-19,100.2633,100.7442,99.8921,100.3181,633389
2026-05-20,100.8909,101.712,100.1159,100.914,530944
2026-05-21,101.9308,102.2561,101.6467,101.9514,1402030
2026-05-22,102.2785,102.4576,102.0726,102.2651,1086347
2026-05-25,100.292,101.2588,99.8584,100.5586,1549671
2026-05-26,99.1716,100.1371,98.5623,99.3497,720700
2026-05-27,99.4257,100.1457,99.3463,99.746,1271834
2026-05-28,100.0045,100.3615,99.1598,99.7606,1906243
2026-05-29,99.4278,100.622,99.286,99.954,1234173
2026-06-01,100.3599,100.3599,99.8564,100.1081,1182302
2026-06-02,100.7419,100.7419,100.1334,100.4377,1090958
2026-06-03,101.2081,101.9391,100.6302,101.2847,679243
2026-06-04,101.0324,102.4437,100.9448,101.6942,1634212
2026-06-05,100.5585,101.1653,100.1335,100.6494,905953
2026-06-08,101.468,101.7117,101.2569,101.4843,1265964
2026-06-09,102.3347,103.412,101.7758,102.5939,680844
2026-06-10,101.8556,102.2866,101.6873,101.9869,763877
2026-06-11,102.1498,102.1498,101.4718,101.8108,1673664
2026-06-12,102.4521,102.7612,101.8029,102.2821,980491
2026-06-15,102.1827,103.1474,101.6914,102.4194,1682821
2026-06-16,102.0238,103.0176,101.8482,102.4329,1062920
2026-06-17,101.9142,102.4902,101.505,101.9976,626203
2026-06-18,101.6133,102.1685,101.1667,101.6676,1422064
2026-06-19,100.8417,101.1284,100.3051,100.7168,911669
2026-06-22,100.5145,101.1642,100.1343,100.6492,1341912
2026-06-23,100.5205,100.5205,100.3078,100.4141,1096422
2026-06-24,101.0831,101.0831,100.3967,100.7399,684924
2026-06-25,100.9409,101.1871,100.284,100.7355,1143138
2026-06-26,100.1225,100.3045,99.9645,100.1345,2102982
2026-06-29,101.1308,101.66,100.6942,101.1771,1261605
2026-06-30,100.7656,101.2177,100.4933,100.8555,1069545
2026-07-01,98.4629,98.9105,97.4358,98.1732,1502443
2026-07-02,98.5643,99.4246,98.0137,98.7191,1159153
2026-07-03,98.4442,98.7351,98.131,98.4331,1158759
2026-07-06,98.7053,99.0577,98.3277,98.6927,784272
2026-07-07,98.3677,98.8707,98.1119,98.4913,1167242
2026-07-08,97.4648,98.0703,97.4648,97.7675,1484565
2026-07-09,97.8454,98.1957,97.3373,97.7665,846767
2026-07-10,98.3175,98.5767,98.0883,98.3325,1668355
2026-07-13,97.9291,97.9769,97.6367,97.8068,1058632
2026-07-14,97.925,98.5701,97.5414,98.0558,833733
2026-07-15,97.9951,98.2107,97.1831,97.6969,1467821
2026-07-16,97.6532,98.1018,97.6337,97.8677,998452
2026-07-17,98.3646,98.5125,97.3782,97.9454,1366624
2026-07-20,100.4735,101.025,100.4735,100.7492,996966
2026-07-21,101.1689,101.5145,100.6037,101.0591,1068805
2026-07-22,101.8208,102.2736,101.1262,101.6999,1261823
2026-07-23,101.2524,101.8531,101.0552,101.4541,1187391
2026-07-24,100.4664,100.8526,99.8672,100.3599,597996
2026-07-27,102.0916,102.0916,101.4875,101.7896,777335
2026-07-28,99.5427,100.2634,99.5427,99.9031,1438085
2026-07-29,102.2676,102.5057,101.7727,102.1392,1045869
2026-07-30,101.4106,101.9203,101.4106,101.6655,929944
2026-07-31,100.4971,101.1076,100.3729,100.7403,723913
2026-08-03,99.9791,99.9791,99.7988,99.889,787075
2026-08-04,100.6345,101.0852,100.4769,100.781,593302
2026-08-05,100.4299,101.071,100.3799,100.7254,1055595
2026-08-06,101.3371,101.7409,101.0337,101.3873,909334
2026-08-07,103.81,103.81,103.0824,103.4462,814250
2026-08-10,102.7343,103.5339,102.7343,103.1341,1066148
2026-08-11,102.8955,103.6783,102.6551,103.1667,1213708
2026-08-12,103.5777,103.7846,102.5981,103.1913,2038978
2026-08-13,101.7883,101.7883,101.24,101.5141,691373
2026-08-14,102.2836,102.4731,102.147,102.31,1540803
2026-08-17,99.9087,100.2923,99.9087,100.1005,1457058
2026-08-18,99.5233,99.5233,98.9229,99.2231,861363
2026-08-19,100.9274,100.9274,100.2642,100.5958,1156571
2026-08-20,99.0184,99.0938,98.6074,98.8506,948569
2026-08-21,97.3858,97.6604,97.3858,97.5231,1150499
2026-08-24,96.2756,96.5847,95.9901,96.2874,1711257
2026-08-25,96.1443,96.6025,95.7632,96.1829,1304958
2026-08-26,94.0847,94.4949,93.5191,94.007,1267532
2026-08-27,94.5674,94.5674,94.0233,94.2954,956376
2026-08-28,93.7391,93.8304,93.2366,93.5335,697168
2026-08-31,93.4061,93.808,93.4061,93.607,1022191
2026-09-01,94.2129,94.2595,93.5202,93.8898,1562788
2026-09-02,93.796,93.9385,93.5068,93.7227,688210
2026-09-03,94.5578,94.8814,93.9099,94.3957,792916
2026-09-04,94.3863,94.3863,94.3055,94.3459,1130171
2026-09-07,95.1251,95.7031,95.0772,95.3902,809849
2026-09-08,93.9104,94.351,93.4866,93.9188,857900
2026-09-09,93.5636,94.0972,93.2788,93.688,958304
2026-09-10,95.8466,97.127,95.3206,96.2238,722385
2026-09-11,96.3711,96.7402,95.8351,96.2876,812412
2026-09-14,96.8187,96.8187,96.4338,96.6262,1343822
2026-09-15,96.1917,96.9273,96.1917,96.5595,735120
2026-09-16,97.7039,97.7555,97.668,97.7118,673766
2026-09-17,98.2806,98.5002,97.7468,98.1235,900758
2026-09-18,97.9963,98.1948,97.7375,97.9661,1355372
2026-09-21,98.2987,98.8999,97.7532,98.3266,1025738
2026-09-22,97.8038,98.3729,97.8038,98.0883,946594
2026-09-23,98.6299,98.9438,98.2013,98.5726,1102738
2026-09-24,98.982,99.4403,98.899,99.1697,644537
2026-09-25,99.2814,100.5744,99.0815,99.828,1262256
2026-09-28,100.6306,100.6678,99.9941,100.331,1220816
2026-09-29,99.2746,99.7965,98.2782,99.0373,962421
2026-09-30,97.3491,97.8844,96.7887,97.3366,1471477
2026-10-01,97.2422,97.669,96.7041,97.1865,775878
2026-10-02,98.0701,98.2708,97.3441,97.8075,1526323
2026-10-05,97.2396,97.6504,96.7198,97.1851,1139782
2026-10-06,97.4325,97.4325,97.4043,97.4184,983658
2026-10-07,96.9511,97.3572,96.6892,97.0232,1081692
2026-10-08,97.0291,97.2622,96.1615,96.7119,1053702
2026-10-09,96.6098,96.9091,96.1557,96.5324,1569213
2026-10-12,96.5766,96.6446,96.4149,96.5298,787797
2026-10-13,96.6382,97.3236,96.5684,96.946,865657
2026-10-14,97.3893,98.0405,96.5985,97.3195,1484948
2026-10-15,97.4311,98.2682,97.0001,97.6341,910127
2026-10-16,98.1936,98.7317,97.9693,98.3505,1425680
2026-10-19,98.7207,99.5062,98.3384,98.9223,1811798
2026-10-20,98.2765,98.8611,98.2172,98.5391,964592
2026-10-21,98.0314,98.0314,97.9154,97.9734,1334955
2026-10-22,97.7631,97.7631,97.3434,97.5533,769804
2026-10-23,97.864,98.0904,96.7023,97.3964,1364665
2026-10-26,96.677,97.3082,96.6387,96.9735,1155249
2026-10-27,95.6196,95.9385,95.2667,95.6026,1254078
2026-10-28,96.4602,97.1022,96.4441,96.7731,896567
2026-10-29,97.4577,98.3898,96.8652,97.6275,661109
2026-10-30,97.4774,98.4102,96.9931,97.7017,1265497
2026-11-02,99.0491,99.5762,97.9099,98.7431,585943
2026-11-03,99.3427,99.8073,99.0751,99.4412,989341
2026-11-04,99.8888,100.0801,99.1653,99.6227,1443172
2026-11-05,100.0212,100.0212,99.828,99.9246,1152644
2026-11-06,100.4704,100.5898,99.2004,99.8951,1952268
2026-11-09,97.4316,97.7565,97.4316,97.5941,1479970
2026-11-10,97.2934,97.4181,96.5581,96.9881,894330
2026-11-11,98.4284,98.4284,98.0736,98.251,1097114
2026-11-12,98.9092,99.4303,98.8707,99.1505,1072806
2026-11-13,99.2795,99.2795,98.8188,99.0492,676946
